sample_id,age_group,skin_type,face_shape,mood_label,eye_openness,blink_rate_per_min,skin_hydration_score,skin_shine_score,redness_score,under_eye_darkness_score,pigmentation_score,lip_brightness_score,skin_texture_score,facial_symmetry_score,primary_beauty_concern,energy_score,skin_appearance_score,mood_confidence,skin_confidence,wellness_note_type
FS_0479,46-60,oily,square,happy,1.0,12.3,63.8,86.7,27.2,6.9,34.0,78.8,78.2,78.0,redness_flush,92.4,77.9,0.741,0.858,general_skincare
FS_0480,18-25,normal,oval,sad,0.444,15.2,71.7,35.9,29.6,27.8,0.3,80.3,84.4,72.3,dark_circles,56.4,66.2,0.859,0.785,general_skincare
FS_0481,26-35,normal,round,tired,0.554,14.4,63.5,53.9,42.1,77.9,26.7,68.1,67.7,87.8,redness_flush,60.6,60.9,0.734,0.855,sleep_tip
FS_0482,36-45,oily,square,happy,0.672,25.4,60.9,65.8,43.0,42.3,22.2,81.8,58.4,73.6,dark_circles,79.3,57.1,0.882,0.719,general_skincare
FS_0483,36-45,normal,heart,happy,0.556,18.8,68.4,56.5,30.1,32.1,4.5,82.7,54.8,70.5,dark_circles,67.9,66.9,0.946,0.934,general_skincare
FS_0484,36-45,normal,square,happy,0.739,20.3,67.8,51.1,51.0,70.5,30.1,66.9,71.0,78.9,none,82.5,64.8,0.88,0.829,sleep_tip
FS_0485,26-35,normal,oblong,stressed,0.515,24.7,51.3,46.6,67.2,34.2,22.2,81.2,78.2,67.6,dark_lips,50.1,61.9,0.943,0.767,sun_or_stress_tip
FS_0486,26-35,oily,oblong,tired,0.574,21.1,52.4,63.2,52.4,43.9,39.9,76.3,49.6,79.1,dryness,57.2,57.9,0.796,0.877,general_skincare
FS_0487,36-45,normal,square,neutral,0.794,19.7,64.5,33.6,4.6,36.3,10.4,73.5,65.7,95.5,dark_circles,69.9,73.8,0.8,0.933,general_skincare
FS_0488,46-60,dry,oval,calm,0.531,16.1,51.1,34.3,39.9,42.8,65.7,71.5,77.9,69.5,none,71.8,60.5,0.774,0.753,hydration_tip
FS_0489,36-45,oily,oblong,sleepy,0.591,21.1,65.2,77.1,32.0,72.6,10.9,64.6,51.2,73.1,dark_lips,49.8,56.2,0.922,0.952,sleep_tip
FS_0490,36-45,normal,oval,happy,0.759,13.9,62.1,59.4,23.0,34.2,18.8,85.6,61.8,81.6,dark_lips,83.0,65.4,0.769,0.703,general_skincare
FS_0491,46-60,normal,square,calm,0.823,13.4,74.2,39.0,30.8,28.3,31.7,70.7,55.2,80.8,pigmentation,85.1,73.1,0.756,0.828,general_skincare
FS_0492,26-35,oily,square,sleepy,0.398,17.6,84.6,59.8,30.2,71.5,53.7,51.5,97.8,84.8,none,37.9,74.8,0.805,0.885,sleep_tip
FS_0493,46-60,normal,oblong,neutral,0.575,20.0,77.5,32.4,53.4,37.6,51.3,53.0,63.6,81.7,dark_circles,52.3,65.6,0.949,0.884,general_skincare
FS_0494,36-45,normal,square,sad,0.621,17.2,68.3,61.6,0.0,30.8,53.1,87.0,78.3,68.6,none,51.1,82.4,0.956,0.956,general_skincare
FS_0495,46-60,oily,heart,calm,0.784,8.5,49.6,89.0,5.5,15.7,22.7,75.6,83.5,86.7,dullness,87.7,71.5,0.752,0.881,general_skincare
FS_0496,46-60,dry,round,tired,0.649,21.8,43.0,21.2,60.7,59.7,36.5,63.4,53.5,90.8,dryness,56.8,54.5,0.843,0.923,hydration_tip
FS_0497,26-35,normal,round,calm,0.952,16.7,71.0,44.5,33.2,30.1,13.7,65.7,57.9,78.1,sun_damage,75.4,69.0,0.902,0.96,general_skincare
FS_0498,18-25,oily,round,neutral,0.623,10.5,46.9,77.2,27.3,48.0,22.1,59.8,74.8,98.0,redness_flush,72.8,62.9,0.903,0.767,general_skincare
FS_0499,46-60,normal,oblong,neutral,1.0,11.3,67.4,24.9,38.9,55.1,59.6,72.6,43.2,77.5,none,88.7,60.4,0.778,0.701,general_skincare
FS_0500,26-35,normal,heart,calm,0.822,10.1,59.5,48.7,28.4,17.4,32.1,69.5,33.9,72.9,none,84.9,59.5,0.813,0.754,general_skincare
FS_0501,46-60,normal,round,happy,0.908,17.0,66.3,47.9,18.3,11.9,48.8,66.3,74.6,63.0,none,94.7,72.2,0.799,0.836,general_skincare
FS_0502,36-45,normal,round,neutral,0.545,15.5,59.6,53.2,9.0,9.9,19.8,80.2,55.6,85.6,pigmentation,56.6,74.4,0.795,0.756,general_skincare
FS_0503,18-25,oily,oval,stressed,0.703,21.8,60.4,70.5,63.3,32.9,32.5,79.2,71.6,92.8,dark_lips,60.7,65.7,0.868,0.782,sun_or_stress_tip
FS_0504,46-60,dry,square,happy,0.826,18.8,47.9,24.0,18.7,0.0,39.0,85.9,53.5,77.2,none,81.4,69.2,0.835,0.847,hydration_tip
FS_0505,18-25,dry,oval,happy,0.768,22.6,32.3,26.1,26.2,22.8,32.7,100.0,47.5,82.6,none,78.0,62.2,0.73,0.8,hydration_tip
FS_0506,26-35,oily,round,sleepy,0.411,28.7,44.1,100.0,11.8,64.2,12.5,66.2,58.1,69.7,redness_flush,33.4,55.8,0.732,0.787,sleep_tip
FS_0507,46-60,oily,square,stressed,0.647,23.7,57.2,82.2,82.7,57.2,35.0,53.4,36.5,79.2,dark_circles,60.7,46.2,0.833,0.868,sun_or_stress_tip
FS_0508,18-25,normal,round,happy,0.737,8.8,81.7,35.3,38.2,42.3,30.0,76.6,88.8,70.9,none,91.8,79.3,0.944,0.835,general_skincare
FS_0509,26-35,normal,round,neutral,0.533,16.0,63.5,62.8,51.5,17.3,45.4,88.7,70.3,86.4,dark_circles,66.6,72.1,0.89,0.846,general_skincare
FS_0510,36-45,dry,heart,calm,0.596,20.0,37.6,31.3,21.7,23.5,28.2,59.8,49.2,76.1,none,74.0,59.6,0.905,0.813,hydration_tip
FS_0511,36-45,normal,round,calm,0.891,19.2,58.2,34.2,32.4,38.2,31.0,41.8,57.9,77.7,dark_lips,83.0,60.7,0.86,0.854,general_skincare
FS_0512,46-60,oily,heart,calm,0.677,11.6,64.3,61.8,0.0,46.5,21.0,59.5,81.6,78.6,redness_flush,85.6,74.0,0.875,0.733,general_skincare
FS_0513,18-25,dry,square,sleepy,0.297,26.5,70.4,30.9,43.3,82.8,0.9,64.2,44.8,85.5,none,30.4,54.3,0.736,0.804,hydration_tip
FS_0514,36-45,dry,square,sleepy,0.268,19.3,26.8,47.5,50.1,51.4,41.2,87.1,51.4,73.6,dryness,46.9,50.7,0.846,0.853,hydration_tip
FS_0515,36-45,normal,oval,calm,0.756,14.8,52.4,32.5,30.8,29.3,25.7,74.0,42.9,87.1,pigmentation,79.5,61.1,0.856,0.788,general_skincare
FS_0516,46-60,normal,square,neutral,0.553,19.2,66.6,50.6,15.4,40.6,31.6,59.3,80.3,64.2,pigmentation,58.2,72.6,0.894,0.932,general_skincare
FS_0517,46-60,oily,round,happy,0.719,16.5,42.0,82.6,29.2,44.6,45.8,64.3,58.2,68.3,pigmentation,78.8,51.4,0.828,0.751,general_skincare
FS_0518,18-25,normal,oblong,sad,0.462,14.3,84.9,46.5,14.6,64.7,32.6,80.3,58.2,81.4,dullness,56.4,72.5,0.891,0.705,sleep_tip
FS_0519,46-60,oily,square,tired,0.39,22.8,36.2,83.6,44.3,63.9,13.5,48.2,64.4,67.9,dark_lips,43.1,48.7,0.829,0.919,hydration_tip
FS_0520,46-60,dry,oval,happy,0.86,10.6,37.6,31.6,38.0,53.9,32.1,90.7,42.8,90.0,none,90.7,58.9,0.807,0.94,hydration_tip
FS_0521,26-35,oily,heart,sleepy,0.477,22.5,77.6,72.0,11.9,69.0,20.0,51.2,78.2,90.8,redness_flush,40.4,65.5,0.87,0.813,sleep_tip
FS_0522,46-60,dry,heart,happy,0.837,12.4,57.5,34.0,42.5,17.5,21.3,86.6,35.8,79.3,dark_circles,89.9,64.9,0.932,0.864,hydration_tip
FS_0523,46-60,dry,square,stressed,0.497,23.1,33.2,26.3,55.3,38.0,45.0,67.0,70.8,72.2,dryness,43.1,56.7,0.853,0.916,hydration_tip
FS_0524,46-60,oily,square,sad,0.579,17.2,63.9,61.8,27.6,54.3,38.5,88.9,80.8,77.9,dark_lips,51.6,72.6,0.795,0.95,general_skincare
FS_0525,26-35,dry,oval,neutral,0.657,20.1,47.1,14.5,28.9,32.6,0.0,60.3,49.4,77.0,dullness,71.1,54.9,0.891,0.768,hydration_tip
FS_0526,26-35,oily,round,neutral,0.572,19.0,75.9,84.7,43.8,29.7,1.0,90.9,98.8,91.9,none,54.5,76.6,0.863,0.945,general_skincare
FS_0527,46-60,oily,square,tired,0.508,26.1,50.2,76.8,17.2,57.2,43.1,80.4,77.8,59.7,dark_lips,35.4,59.8,0.721,0.942,general_skincare
FS_0528,46-60,normal,round,sad,0.461,16.8,77.1,53.4,51.0,54.7,65.7,77.6,84.9,75.1,dark_lips,64.2,70.0,0.833,0.727,general_skincare
FS_0529,26-35,dry,oblong,tired,0.562,21.0,49.3,28.8,48.6,55.0,33.6,83.9,69.1,96.1,dark_lips,47.9,61.4,0.824,0.766,hydration_tip
FS_0530,46-60,dry,heart,neutral,0.567,17.0,32.1,39.2,17.3,36.2,52.1,60.0,57.8,69.2,sun_damage,69.8,57.8,0.845,0.706,hydration_tip
FS_0531,46-60,normal,oval,sad,0.469,24.2,64.4,71.9,23.7,59.3,48.5,64.6,71.0,91.0,none,47.4,63.2,0.957,0.909,general_skincare
FS_0532,26-35,normal,oval,sad,0.608,18.9,61.5,62.1,15.3,22.2,8.9,84.5,76.4,89.8,dullness,45.7,74.6,0.806,0.809,general_skincare
FS_0533,26-35,oily,oblong,happy,0.833,13.2,70.5,85.0,30.3,51.2,24.0,66.1,98.0,80.7,none,86.6,69.0,0.738,0.745,general_skincare
FS_0534,18-25,dry,square,happy,0.76,11.6,36.6,42.2,44.6,31.5,24.0,67.7,55.3,78.9,none,81.7,49.9,0.874,0.839,hydration_tip
FS_0535,36-45,oily,square,neutral,0.756,14.3,68.3,68.9,34.9,30.3,36.2,57.3,59.4,82.9,none,73.8,66.4,0.742,0.734,general_skincare
FS_0536,18-25,oily,oblong,tired,0.526,17.5,74.0,55.9,27.9,94.8,18.5,51.6,73.1,73.7,none,47.2,59.8,0.91,0.716,sleep_tip
FS_0537,26-35,normal,oval,calm,0.769,19.5,60.7,43.3,0.0,26.5,33.7,74.0,61.3,85.6,dark_lips,85.2,71.7,0.797,0.956,general_skincare
FS_0538,18-25,oily,oval,calm,0.781,17.1,57.1,70.0,32.4,52.0,15.8,66.5,70.4,84.2,none,81.5,64.3,0.879,0.767,general_skincare
FS_0539,36-45,oily,heart,happy,0.689,13.5,59.6,63.2,36.3,43.5,46.0,45.2,83.9,86.4,dullness,76.3,71.4,0.826,0.92,general_skincare
FS_0540,46-60,normal,oblong,calm,0.869,14.7,66.4,29.6,20.7,12.0,31.0,54.6,63.7,74.3,none,99.3,72.5,0.913,0.848,general_skincare
FS_0541,46-60,dry,oblong,neutral,0.742,15.2,37.6,21.6,37.5,32.6,46.9,61.3,59.0,84.3,dark_lips,77.9,58.3,0.763,0.703,hydration_tip
FS_0542,46-60,dry,oval,tired,0.215,22.5,38.1,29.0,37.3,77.3,47.2,70.6,53.4,79.3,dark_circles,42.0,50.8,0.948,0.704,hydration_tip
FS_0543,46-60,normal,oval,sleepy,0.385,22.4,48.2,36.0,51.8,78.9,66.6,55.5,69.6,88.5,none,35.1,54.1,0.96,0.815,sleep_tip
FS_0544,46-60,dry,heart,sad,0.326,18.0,37.5,25.9,32.7,58.3,63.3,60.3,62.8,84.4,dryness,44.4,54.5,0.934,0.888,hydration_tip
FS_0545,46-60,normal,heart,neutral,0.721,18.3,64.3,45.5,29.6,31.6,49.7,55.0,59.1,79.1,none,63.0,64.1,0.849,0.883,general_skincare
FS_0546,26-35,dry,square,happy,0.737,14.2,35.9,39.9,35.5,2.7,38.2,77.2,58.4,86.0,sun_damage,89.9,63.1,0.759,0.736,hydration_tip
FS_0547,46-60,oily,oblong,stressed,0.734,23.5,54.8,70.7,52.5,55.7,23.2,48.0,55.1,81.4,dark_lips,60.3,53.9,0.922,0.873,general_skincare
FS_0548,18-25,oily,oval,stressed,0.443,17.2,54.5,75.4,65.6,65.1,18.8,68.8,59.4,78.8,dryness,53.9,55.5,0.913,0.837,sun_or_stress_tip
FS_0549,46-60,dry,square,neutral,0.726,16.9,40.8,31.1,38.1,18.0,59.5,44.0,42.4,77.2,redness_flush,62.2,60.7,0.783,0.949,hydration_tip
FS_0550,36-45,normal,square,stressed,0.624,27.7,75.0,42.8,36.9,56.4,15.6,88.1,67.7,88.8,redness_flush,47.1,67.3,0.922,0.742,general_skincare
FS_0551,46-60,oily,heart,sad,0.677,20.9,74.5,76.5,12.6,45.3,46.9,71.2,75.1,90.3,dullness,54.2,77.0,0.82,0.846,general_skincare
FS_0552,18-25,oily,square,tired,0.347,20.1,56.7,82.1,36.9,72.0,18.7,70.6,76.3,91.3,dullness,41.1,60.9,0.737,0.815,sleep_tip
FS_0553,26-35,dry,square,sleepy,0.52,20.0,37.4,38.8,45.7,67.4,22.8,63.9,49.6,69.3,redness_flush,49.0,46.1,0.827,0.748,hydration_tip
FS_0554,36-45,normal,square,neutral,0.752,18.1,59.5,33.5,23.1,62.5,38.3,62.3,63.8,69.6,dryness,72.3,56.6,0.888,0.821,sleep_tip
FS_0555,46-60,dry,oval,calm,0.794,13.9,36.2,35.2,12.6,31.8,19.7,100.0,42.4,83.8,dark_circles,87.5,63.6,0.826,0.94,hydration_tip
FS_0556,46-60,normal,oval,calm,0.767,7.9,74.5,53.4,0.0,52.4,44.9,87.4,46.0,74.3,none,87.8,68.1,0.886,0.877,general_skincare
FS_0557,36-45,dry,oval,stressed,0.573,22.1,43.5,39.7,47.1,49.6,53.0,84.8,55.0,98.0,dark_circles,44.8,59.3,0.733,0.951,hydration_tip
FS_0558,18-25,dry,round,neutral,0.62,14.1,28.0,41.6,24.3,42.8,0.0,84.0,60.2,65.9,dryness,65.2,61.5,0.721,0.876,hydration_tip
FS_0559,46-60,oily,oval,happy,0.96,15.7,32.8,73.8,31.5,16.8,49.0,49.5,68.1,64.7,sun_damage,93.4,58.3,0.911,0.71,hydration_tip
FS_0560,18-25,oily,heart,neutral,0.661,16.2,58.3,76.9,40.4,49.2,46.3,72.3,46.7,85.7,dryness,75.4,59.6,0.878,0.763,general_skincare
FS_0561,46-60,oily,heart,sleepy,0.331,22.6,73.4,56.9,20.0,91.5,59.8,60.8,93.1,86.8,dark_circles,37.4,68.7,0.881,0.956,sleep_tip
FS_0562,18-25,dry,square,sleepy,0.243,17.6,39.3,39.0,47.8,76.4,24.5,96.7,60.0,77.2,none,32.2,49.2,0.837,0.957,hydration_tip
FS_0563,36-45,dry,oblong,neutral,0.745,14.2,60.7,39.9,9.8,20.8,22.3,79.5,34.0,75.0,none,73.6,67.2,0.755,0.853,hydration_tip
FS_0564,46-60,oily,oblong,calm,0.945,17.3,53.0,77.7,38.6,36.3,63.0,58.9,83.7,74.2,sun_damage,81.6,65.7,0.736,0.75,general_skincare
FS_0565,26-35,normal,oval,calm,0.791,8.0,75.1,41.4,17.1,34.5,47.8,67.2,86.5,65.0,none,84.3,76.3,0.809,0.773,general_skincare
FS_0566,46-60,normal,oblong,neutral,0.691,19.1,79.5,65.8,26.5,31.6,9.3,98.6,75.1,84.8,dryness,64.1,79.6,0.866,0.892,general_skincare
FS_0567,18-25,dry,oblong,calm,0.763,20.9,23.2,20.8,37.3,33.4,27.7,56.6,43.7,89.2,sun_damage,70.1,49.0,0.786,0.848,hydration_tip
FS_0568,26-35,dry,round,stressed,0.709,19.4,43.9,39.7,26.9,48.7,16.6,60.2,57.4,88.1,sun_damage,57.2,57.2,0.864,0.915,hydration_tip
FS_0569,46-60,normal,round,calm,0.775,16.4,58.3,42.5,22.4,3.5,12.7,61.6,77.3,72.1,sun_damage,77.1,75.4,0.774,0.736,general_skincare
FS_0570,46-60,normal,heart,tired,0.405,18.9,73.0,58.1,6.4,84.6,28.2,68.6,89.9,76.1,dark_circles,44.7,70.6,0.905,0.755,sleep_tip
FS_0571,18-25,oily,oblong,calm,0.811,17.0,50.6,62.8,48.3,31.9,31.0,76.2,53.2,91.5,sun_damage,83.0,60.9,0.74,0.805,general_skincare
FS_0572,46-60,oily,square,calm,0.779,18.2,54.3,85.2,39.3,26.6,44.1,66.9,54.3,71.3,none,78.5,62.1,0.798,0.739,general_skincare
FS_0573,36-45,oily,oblong,stressed,0.648,26.6,76.2,92.9,47.6,25.3,15.5,83.7,64.5,77.8,redness_flush,54.0,63.4,0.968,0.779,general_skincare
FS_0574,46-60,normal,square,sad,0.606,21.4,59.4,57.6,37.8,52.6,57.7,62.5,67.4,78.9,dullness,51.5,62.0,0.846,0.742,general_skincare
FS_0575,26-35,oily,round,stressed,0.51,23.2,66.3,82.6,47.4,38.5,34.9,59.9,70.8,79.1,dark_lips,42.3,69.8,0.876,0.829,general_skincare
FS_0576,18-25,normal,oval,tired,0.723,27.4,65.7,26.6,4.9,58.2,22.0,88.2,82.1,80.0,dark_lips,46.3,75.1,0.897,0.956,general_skincare
FS_0577,46-60,oily,round,happy,0.827,12.4,65.8,81.1,13.9,17.5,48.3,66.7,92.2,82.5,dryness,99.4,79.3,0.9,0.911,general_skincare
FS_0578,46-60,normal,oblong,stressed,0.704,20.2,66.0,44.7,61.8,69.5,40.8,72.6,70.1,85.3,none,66.3,57.8,0.884,0.816,sun_or_stress_tip
FS_0579,36-45,oily,square,neutral,0.673,12.7,63.9,59.9,0.0,54.1,30.8,82.3,59.7,82.2,dark_lips,70.5,67.7,0.907,0.803,general_skincare
FS_0580,18-25,dry,square,neutral,0.551,18.6,33.4,49.5,53.2,47.7,45.4,70.9,62.7,91.3,none,62.5,50.3,0.908,0.712,hydration_tip
FS_0581,26-35,normal,oblong,sleepy,0.303,22.9,50.7,68.4,51.0,49.7,12.0,68.1,70.5,71.8,none,36.6,61.5,0.946,0.936,general_skincare
FS_0582,46-60,normal,oblong,neutral,0.711,21.3,55.8,39.6,46.4,14.4,29.9,59.8,48.1,76.3,dullness,66.3,61.6,0.911,0.795,general_skincare
FS_0583,46-60,dry,oblong,happy,0.787,15.7,47.4,33.9,43.0,40.7,56.1,87.0,54.4,96.7,dark_circles,81.2,64.1,0.873,0.898,hydration_tip
FS_0584,36-45,normal,oblong,calm,0.635,13.3,71.9,62.7,42.6,34.6,21.7,62.2,78.9,70.6,dullness,76.7,68.0,0.754,0.765,general_skincare
FS_0585,36-45,dry,oval,sleepy,0.304,29.2,44.6,51.3,31.7,100.0,34.2,59.5,41.3,64.9,dark_circles,26.4,39.7,0.894,0.714,hydration_tip
FS_0586,36-45,dry,heart,neutral,0.672,13.6,49.6,45.0,26.7,24.4,27.7,70.0,35.0,73.5,dark_circles,65.5,60.1,0.934,0.96,hydration_tip
FS_0587,36-45,oily,oval,tired,0.444,18.2,52.8,62.6,14.6,56.8,34.4,73.3,52.4,74.3,none,48.5,63.7,0.963,0.904,general_skincare
FS_0588,18-25,oily,oblong,neutral,0.495,17.3,69.8,73.2,0.0,43.5,34.0,61.8,61.9,98.0,none,63.4,72.5,0.915,0.736,general_skincare
FS_0589,36-45,normal,oval,tired,0.519,16.7,82.9,59.6,35.6,82.1,68.0,55.2,77.8,95.9,none,55.2,69.8,0.919,0.95,sleep_tip
FS_0590,26-35,oily,round,tired,0.509,20.6,65.7,89.7,20.9,69.1,24.2,72.8,69.8,69.2,dark_lips,45.5,66.1,0.932,0.925,sleep_tip
FS_0591,18-25,normal,oblong,sleepy,0.594,26.0,77.3,26.2,23.7,46.4,13.5,81.1,64.5,87.7,dryness,42.6,73.6,0.773,0.811,general_skincare
FS_0592,18-25,oily,oblong,sad,0.566,17.9,53.6,66.5,43.0,50.7,28.9,89.9,67.3,74.5,dark_circles,50.8,62.4,0.945,0.883,general_skincare
FS_0593,26-35,oily,oval,sleepy,0.273,19.1,40.1,77.8,52.4,69.0,2.4,81.8,93.6,72.2,sun_damage,35.9,60.2,0.833,0.954,sleep_tip
FS_0594,26-35,normal,oval,calm,0.935,13.2,52.0,55.6,37.0,28.1,16.6,83.9,77.4,71.1,none,85.0,66.9,0.739,0.792,general_skincare
FS_0595,18-25,oily,oblong,tired,0.384,21.1,54.9,65.6,42.4,73.8,19.9,83.0,73.7,66.4,dullness,38.5,60.4,0.8,0.899,sleep_tip
FS_0596,46-60,dry,oblong,tired,0.487,22.2,48.5,51.2,31.8,59.7,25.2,55.0,37.3,61.3,none,45.3,49.1,0.831,0.865,hydration_tip
FS_0597,46-60,dry,oblong,stressed,0.603,24.7,46.5,23.6,64.4,37.0,9.9,80.0,47.1,69.2,redness_flush,43.4,51.2,0.789,0.907,hydration_tip
FS_0598,26-35,oily,round,neutral,0.827,11.2,71.6,100.0,33.8,47.6,40.6,66.1,72.6,66.2,sun_damage,85.5,68.4,0.893,0.766,general_skincare
FS_0599,18-25,oily,oval,calm,0.967,14.5,60.4,75.2,12.7,54.0,17.1,54.2,63.7,60.0,none,84.6,60.4,0.898,0.865,general_skincare
FS_0600,46-60,normal,round,neutral,0.619,14.9,57.3,48.7,59.7,13.4,7.1,73.8,78.0,78.5,none,67.0,67.4,0.948,0.83,sun_or_stress_tip
FS_0601,46-60,oily,oblong,neutral,0.765,16.4,53.6,88.5,23.8,39.0,51.5,55.9,54.3,90.2,pigmentation,71.2,57.4,0.79,0.799,general_skincare
FS_0602,36-45,oily,round,sleepy,0.397,25.0,69.5,85.5,32.4,69.7,73.2,83.3,57.1,78.9,none,35.2,61.5,0.86,0.88,sleep_tip
FS_0603,46-60,normal,square,neutral,0.785,19.4,58.3,29.8,43.2,71.5,51.9,43.6,62.7,76.2,dark_circles,70.7,54.7,0.796,0.795,sleep_tip
FS_0604,18-25,oily,round,calm,0.647,19.6,47.4,78.2,25.1,0.0,28.6,48.4,78.9,67.3,dark_lips,75.1,70.9,0.728,0.82,general_skincare
FS_0605,46-60,normal,oval,neutral,0.56,10.3,66.3,59.1,22.8,14.9,29.2,74.6,87.4,75.7,none,73.7,77.3,0.788,0.8,general_skincare
FS_0606,26-35,normal,heart,calm,0.867,18.3,53.9,63.0,29.4,8.7,51.4,68.2,42.8,71.6,none,78.6,60.5,0.732,0.946,general_skincare
FS_0607,46-60,oily,oblong,sleepy,0.522,18.7,65.4,95.7,32.3,75.1,23.5,62.8,91.9,84.7,none,56.1,67.8,0.945,0.745,sleep_tip
FS_0608,26-35,oily,round,tired,0.553,23.0,77.0,81.0,49.8,66.7,32.0,85.3,72.5,73.3,sun_damage,51.7,64.8,0.743,0.834,sleep_tip
FS_0609,46-60,dry,oval,neutral,0.865,21.7,51.3,28.9,30.3,50.2,32.1,43.6,58.9,67.8,dryness,70.3,56.0,0.942,0.847,hydration_tip
FS_0610,46-60,oily,round,stressed,0.848,21.7,57.9,68.2,42.6,32.8,39.5,42.4,66.6,87.5,redness_flush,59.8,64.8,0.797,0.764,general_skincare
FS_0611,26-35,oily,square,calm,0.821,21.5,75.5,48.0,20.4,6.5,39.1,70.1,78.5,74.5,dullness,75.3,80.9,0.84,0.806,general_skincare
FS_0612,18-25,oily,round,neutral,0.833,19.9,70.0,100.0,34.2,61.1,18.9,77.6,63.0,82.3,pigmentation,70.4,66.7,0.76,0.891,sleep_tip
FS_0613,46-60,dry,heart,tired,0.601,25.6,32.6,44.4,58.1,33.6,39.7,73.2,73.3,80.6,dark_circles,42.5,60.7,0.811,0.822,hydration_tip
FS_0614,46-60,dry,round,neutral,0.728,15.7,38.6,23.5,28.8,51.4,43.0,77.0,59.0,86.0,dark_lips,68.9,61.0,0.771,0.878,hydration_tip
FS_0615,26-35,oily,oblong,neutral,0.702,10.5,63.5,74.7,47.0,27.2,22.0,85.7,89.4,71.9,sun_damage,72.1,73.8,0.924,0.818,general_skincare
FS_0616,36-45,oily,square,sleepy,0.487,23.8,54.5,61.4,27.7,54.2,49.4,87.1,82.8,98.0,dark_lips,38.6,64.5,0.869,0.765,general_skincare
FS_0617,46-60,dry,oval,stressed,0.64,23.3,26.2,31.7,43.9,55.1,27.5,57.3,51.8,63.4,sun_damage,62.9,43.4,0.831,0.885,hydration_tip
FS_0618,36-45,dry,heart,sleepy,0.257,25.9,35.8,28.1,46.2,100.0,45.9,72.9,36.3,88.5,none,28.5,43.4,0.903,0.712,hydration_tip
FS_0619,46-60,oily,round,neutral,0.826,20.6,56.0,71.1,29.7,40.3,33.5,84.0,50.1,71.6,none,71.4,63.6,0.89,0.851,general_skincare
FS_0620,36-45,normal,oval,neutral,0.585,15.9,80.5,59.2,34.3,21.2,19.3,71.4,90.4,62.0,redness_flush,65.7,71.3,0.777,0.819,general_skincare
FS_0621,36-45,normal,heart,tired,0.573,26.3,79.2,32.4,55.5,95.7,50.3,53.0,67.3,86.6,pigmentation,43.4,59.2,0.956,0.744,sun_or_stress_tip
FS_0622,26-35,oily,square,neutral,0.718,14.6,38.4,90.8,32.5,29.7,10.5,72.4,77.2,80.9,dullness,68.4,59.8,0.859,0.931,hydration_tip
FS_0623,36-45,normal,round,stressed,0.446,21.6,71.3,61.1,62.4,58.0,40.1,92.4,90.8,59.6,none,59.5,70.5,0.786,0.758,sun_or_stress_tip
FS_0624,26-35,dry,heart,tired,0.575,28.0,56.8,46.9,53.2,89.6,54.9,73.0,30.0,75.2,none,52.4,50.6,0.859,0.888,hydration_tip
FS_0625,36-45,oily,heart,sleepy,0.454,18.0,54.4,99.3,32.7,88.5,33.5,65.7,67.8,79.5,none,43.6,54.7,0.874,0.733,sleep_tip
FS_0626,36-45,normal,round,tired,0.527,20.4,70.4,50.4,62.1,69.0,42.3,52.3,69.3,91.1,none,44.8,61.2,0.838,0.829,sun_or_stress_tip
FS_0627,18-25,oily,square,happy,0.792,16.7,57.9,96.5,15.1,29.0,1.4,75.2,54.4,75.5,pigmentation,84.1,66.0,0.917,0.782,general_skincare
FS_0628,26-35,oily,square,happy,0.746,19.6,58.5,60.6,9.0,23.3,37.5,89.6,47.7,81.4,none,79.4,66.1,0.927,0.743,general_skincare
FS_0629,18-25,dry,oval,sleepy,0.61,24.8,44.1,34.6,23.4,38.6,36.9,44.9,67.7,84.8,none,50.2,60.4,0.84,0.715,hydration_tip
FS_0630,26-35,oily,round,calm,0.736,19.0,65.8,48.0,20.6,35.6,13.0,57.7,59.5,75.2,redness_flush,73.3,64.1,0.79,0.768,general_skincare
FS_0631,46-60,normal,square,sleepy,0.414,19.7,60.3,38.3,51.4,76.7,13.0,90.3,65.4,83.9,dark_circles,33.0,60.0,0.836,0.81,sleep_tip
FS_0632,46-60,dry,oval,calm,0.73,9.0,32.0,32.0,16.9,16.8,36.9,74.8,31.9,83.0,dryness,74.6,54.5,0.849,0.845,hydration_tip
FS_0633,18-25,dry,oblong,neutral,0.663,21.4,34.8,32.6,3.0,39.6,21.1,53.4,57.6,71.3,dark_circles,58.0,58.4,0.866,0.956,hydration_tip
FS_0634,36-45,dry,oblong,calm,0.658,11.8,75.9,57.9,33.7,39.5,12.8,53.4,47.2,78.0,dark_lips,80.7,63.5,0.881,0.929,hydration_tip
FS_0635,46-60,oily,square,calm,0.71,16.5,50.3,56.7,25.3,9.7,54.7,79.0,59.4,82.1,dark_circles,70.4,66.7,0.901,0.933,general_skincare
FS_0636,26-35,normal,square,stressed,0.567,22.1,73.4,62.2,58.9,72.0,35.4,67.2,77.9,74.1,none,56.5,62.7,0.851,0.897,sun_or_stress_tip
FS_0637,26-35,normal,square,neutral,0.528,16.3,70.2,34.5,3.7,56.1,25.8,72.9,77.8,69.2,pigmentation,69.6,71.2,0.781,0.947,general_skincare
FS_0638,18-25,oily,heart,calm,0.873,6.3,52.5,78.7,50.5,9.8,5.4,58.0,79.8,79.1,none,98.0,69.2,0.883,0.878,general_skincare
